"Week","Location","Daily.Rainfall.Total.mm","Mean.Temperature.C","Mean.Wind.Speed.kmh","Cases"
1,"Admiralty",10.9,26.65,8.1,0
1,"Admiralty West",22.2,NA,NA,0
1,"Ang Mo Kio",12.65,26.05,4.8625,0
1,"Boon Lay (West)",NA,NA,NA,0
1,"Botanic Garden",22.2,NA,NA,0
1,"Buangkok",17.275,NA,NA,1
1,"Bukit Panjang",17.775,NA,NA,0
1,"Bukit Timah",22.55,NA,NA,0
1,"Buona Vista",18,NA,NA,0
1,"Chai Chee",7.4,NA,NA,0
1,"Changi",9.425,26.2125,6.9625,0
1,"Choa Chu Kang (Central)",14.8,NA,NA,1
1,"Choa Chu Kang (South)",16.6857142857143,26.3,4.21428571428571,0
1,"Choa Chu Kang (West)",17.025,NA,NA,0
1,"Clementi",17.88,26.3666666666667,4.24,0
1,"Dhoby Ghaut",23.2571428571429,NA,NA,0
1,"East Coast Parkway",7.7,26.7625,10.3,0
1,"Jurong (North)",NA,NA,NA,0
2,"Admiralty",17.4,24.1857142857143,9.6,0
2,"Ang Mo Kio",21.2571428571429,24.1571428571429,5.81428571428571,0
2,"Boon Lay (West)",NA,NA,NA,0
2,"Botanic Garden",21.4571428571429,NA,NA,0
2,"Buangkok",22.2857142857143,NA,NA,0
2,"Bukit Panjang",20.7714285714286,NA,NA,0
2,"Bukit Timah",46.8,NA,NA,0
2,"Buona Vista",24.7,NA,NA,0
2,"Chai Chee",24.1,NA,NA,0
2,"Changi",20.9428571428571,24.5,7.98571428571429,0
2,"Choa Chu Kang (Central)",17.2,NA,NA,1
2,"Choa Chu Kang (South)",14.4333333333333,NA,5.11666666666667,0
2,"Choa Chu Kang (West)",14.0857142857143,NA,NA,0
2,"Clementi",33.6666666666667,25.4,6.13333333333333,0
2,"Dhoby Ghaut",26.44,NA,NA,0
2,"East Coast Parkway",15.8857142857143,25.0571428571429,11.9857142857143,0
2,"Jurong (North)",NA,NA,NA,1
3,"Admiralty",2.08571428571429,26.4285714285714,10.6428571428571,0
3,"Ang Mo Kio",1.65714285714286,26.4285714285714,5.97142857142857,0
3,"Boon Lay (West)",NA,NA,NA,0
3,"Botanic Garden",3.65714285714286,NA,NA,0
3,"Buangkok",3.25714285714286,NA,NA,0
3,"Bukit Panjang",8.88571428571429,NA,NA,2
3,"Bukit Timah",14.1333333333333,NA,NA,0
3,"Buona Vista",5.66666666666667,NA,NA,0
3,"Chai Chee",6.65714285714286,NA,NA,0
3,"Changi",3.91428571428571,26.6,8.12857142857143,0
3,"Choa Chu Kang (Central)",4.26666666666667,NA,NA,0
3,"Choa Chu Kang (South)",2.28571428571429,27.22,5.62857142857143,0
3,"Choa Chu Kang (West)",1.77142857142857,NA,NA,0
3,"Clementi",5.74285714285714,26.5142857142857,5.97142857142857,0
3,"Dhoby Ghaut",9.7,NA,NA,0
3,"East Coast Parkway",0.657142857142857,26.9714285714286,11.2,0
3,"Jurong (North)",1.33333333333333,NA,NA,1
4,"Admiralty",9.4,26.8857142857143,8.34285714285714,0
4,"Ang Mo Kio",6.11428571428571,26.8285714285714,4.88571428571429,0
4,"Boon Lay (West)",NA,NA,NA,0
4,"Botanic Garden",14.4285714285714,NA,NA,0
4,"Buangkok",6.57142857142857,NA,NA,0
4,"Bukit Panjang",9.02857142857143,NA,NA,2
4,"Bukit Timah",10.6857142857143,NA,NA,0
4,"Buona Vista",19.9142857142857,NA,NA,0
4,"Chai Chee",6.25714285714286,NA,NA,0
4,"Changi",4.77142857142857,26.7714285714286,6.71428571428571,0
4,"Choa Chu Kang (Central)",11.4571428571429,NA,NA,0
4,"Choa Chu Kang (South)",14.6,26.9142857142857,4.52857142857143,0
4,"Choa Chu Kang (West)",16.4857142857143,NA,NA,0
4,"Clementi",13.6333333333333,27.02,5.21666666666667,0
4,"Dhoby Ghaut",16.7142857142857,NA,NA,0
4,"East Coast Parkway",7.11428571428571,27.2,9.42857142857143,0
4,"Jurong (North)",18.5714285714286,NA,NA,0
5,"Admiralty",3.6,26.9857142857143,13.0428571428571,0
5,"Ang Mo Kio",6.85714285714286,26.8714285714286,7.41428571428571,0
5,"Boon Lay (West)",NA,NA,NA,0
5,"Botanic Garden",1.94285714285714,NA,NA,0
5,"Buangkok",9.51428571428571,NA,NA,0
5,"Bukit Panjang",1.88571428571429,NA,NA,0
5,"Bukit Timah",2.14285714285714,NA,NA,0
5,"Buona Vista",4.54285714285714,NA,NA,0
5,"Chai Chee",13.2285714285714,NA,NA,0
5,"Changi",8.14285714285714,27.0285714285714,11.0142857142857,0
5,"Choa Chu Kang (Central)",1.11428571428571,NA,NA,0
5,"Choa Chu Kang (South)",1.65714285714286,27.3428571428571,7.61428571428571,0
5,"Choa Chu Kang (West)",1.6,NA,NA,0
5,"Clementi",2.42857142857143,27.0571428571429,6.72857142857143,0
5,"Dhoby Ghaut",1.65714285714286,NA,NA,0
5,"East Coast Parkway",6.65714285714286,27.4142857142857,13.4285714285714,0
5,"Jurong (North)",3.16,NA,NA,0
6,"Admiralty",0,26.0571428571429,15.5285714285714,0
6,"Ang Mo Kio",0,26.1285714285714,9.04285714285714,0
6,"Boon Lay (West)",NA,NA,NA,0
6,"Botanic Garden",0,NA,NA,0
6,"Buangkok",0.0285714285714286,NA,NA,0
6,"Bukit Panjang",0,NA,NA,0
6,"Bukit Timah",0,NA,NA,0
6,"Buona Vista",0,NA,NA,0
6,"Chai Chee",0,NA,NA,6
6,"Changi",0,26.5,13.2285714285714,0
6,"Choa Chu Kang (Central)",0.0571428571428571,NA,NA,0
6,"Choa Chu Kang (South)",0.0285714285714286,26.7,9.97142857142857,0
6,"Choa Chu Kang (West)",0,NA,NA,0
6,"Clementi",0,26.65,8.78571428571429,0
6,"Dhoby Ghaut",0,NA,NA,0
6,"East Coast Parkway",0,26.8285714285714,15.9,0
6,"Jurong (North)",0,NA,NA,0
7,"Admiralty",0.428571428571429,27.0428571428571,12.8428571428571,0
7,"Ang Mo Kio",2.48571428571429,26.9571428571429,7.51428571428571,0
7,"Boon Lay (West)",NA,NA,NA,0
7,"Botanic Garden",0,NA,NA,0
7,"Buangkok",0.457142857142857,NA,NA,0
7,"Bukit Panjang",0.0571428571428571,NA,NA,4
7,"Bukit Timah",0,NA,NA,0
7,"Buona Vista",0.0857142857142857,NA,NA,0
7,"Chai Chee",0.342857142857143,NA,NA,3
7,"Changi",0.0285714285714286,27.2571428571429,11.7142857142857,0
7,"Choa Chu Kang (Central)",0.0857142857142857,NA,NA,0
7,"Choa Chu Kang (South)",0,27.5857142857143,7.62857142857143,0
7,"Choa Chu Kang (West)",0,NA,NA,0
7,"Clementi",0,27.3285714285714,7.25714285714286,0
7,"Dhoby Ghaut",0,NA,NA,0
7,"East Coast Parkway",0.142857142857143,27.4142857142857,13.5714285714286,0
7,"Jurong (North)",0.0285714285714286,NA,NA,0
8,"Admiralty",2.25714285714286,26.8285714285714,12.9142857142857,0
8,"Ang Mo Kio",0.514285714285714,26.9714285714286,7.27142857142857,0
8,"Boon Lay (West)",NA,NA,NA,0
8,"Botanic Garden",1.91428571428571,NA,NA,0
8,"Buangkok",0.514285714285714,NA,NA,0
8,"Bukit Panjang",3.02857142857143,NA,NA,6
8,"Bukit Timah",2.37142857142857,NA,NA,0
8,"Buona Vista",2.77142857142857,NA,NA,0
8,"Chai Chee",0.771428571428571,NA,NA,1
8,"Changi",0.142857142857143,27.6142857142857,11.7857142857143,0
8,"Choa Chu Kang (Central)",6.48571428571429,NA,NA,0
8,"Choa Chu Kang (South)",7.77142857142857,27.2571428571429,7.97142857142857,0
8,"Choa Chu Kang (West)",7.65714285714286,NA,NA,0
8,"Clementi",2.51428571428571,27.2285714285714,7.14285714285714,0
8,"Dhoby Ghaut",1.2,NA,NA,0
8,"East Coast Parkway",0.257142857142857,27.7857142857143,12.7428571428571,0
8,"Jurong (North)",6,NA,NA,0
9,"Admiralty",10.9428571428571,27.2714285714286,10.7428571428571,0
9,"Ang Mo Kio",10.4285714285714,27.3,6.52857142857143,0
9,"Boon Lay (West)",NA,NA,NA,0
9,"Botanic Garden",6.14285714285714,NA,NA,0
9,"Buangkok",4.45714285714286,NA,NA,0
9,"Bukit Panjang",6.8,NA,NA,4
9,"Bukit Timah",7.94285714285714,NA,NA,0
9,"Buona Vista",6.74285714285714,NA,NA,0
9,"Chai Chee",1.6,NA,NA,0
9,"Changi",0.457142857142857,28.0428571428571,10.8714285714286,0
9,"Choa Chu Kang (Central)",6.74285714285714,NA,NA,0
9,"Choa Chu Kang (South)",11.1142857142857,27.5,6.48571428571429,0
9,"Choa Chu Kang (West)",12.9428571428571,NA,NA,0
9,"Clementi",3.68571428571429,27.34,5.97142857142857,0
9,"Dhoby Ghaut",6.37142857142857,NA,NA,0
9,"East Coast Parkway",0.0285714285714286,28.1428571428571,12.6,0
9,"Jurong (North)",7.8,NA,NA,0
10,"Admiralty",2.51428571428571,27.3142857142857,12.6428571428571,0
10,"Ang Mo Kio",1.88571428571429,27.4,7.3,0
10,"Botanic Garden",1.11428571428571,NA,NA,0
10,"Buangkok",1.62857142857143,NA,NA,0
10,"Bukit Panjang",4.6,NA,NA,2
10,"Bukit Timah",0.971428571428571,NA,NA,0
10,"Buona Vista",1.22857142857143,NA,NA,0
10,"Chai Chee",2.54285714285714,NA,NA,0
10,"Changi",3.08571428571429,27.7142857142857,11.2,0
10,"Choa Chu Kang (Central)",7.31428571428571,NA,NA,0
10,"Choa Chu Kang (South)",5.97142857142857,27.5,7.44285714285714,0
10,"Choa Chu Kang (West)",8.77142857142857,NA,NA,0
10,"Clementi",1.91428571428571,27.5,6.84285714285714,0
10,"Dhoby Ghaut",1.94285714285714,NA,NA,0
10,"East Coast Parkway",1.51428571428571,28.0142857142857,13.2142857142857,0
10,"Jurong (North)",7.22857142857143,NA,NA,0
11,"Admiralty",0,28.0714285714286,12.2285714285714,0
11,"Ang Mo Kio",0.885714285714286,28.1142857142857,7.05714285714286,0
11,"Botanic Garden",3.65714285714286,NA,NA,0
11,"Buangkok",0.6,NA,NA,0
11,"Bukit Panjang",2.31428571428571,NA,NA,3
11,"Bukit Timah",4.22857142857143,NA,NA,0
11,"Buona Vista",1.62857142857143,NA,NA,0
11,"Chai Chee",0.257142857142857,NA,NA,2
11,"Changi",0,28.4857142857143,11.2714285714286,0
11,"Choa Chu Kang (Central)",3.17142857142857,NA,NA,0
11,"Choa Chu Kang (South)",9.62857142857143,28.1142857142857,6.07142857142857,0
11,"Choa Chu Kang (West)",8.51428571428571,NA,NA,0
11,"Clementi",1.97142857142857,28.2666666666667,5.91428571428571,0
11,"Dhoby Ghaut",1.51428571428571,NA,NA,0
11,"East Coast Parkway",0.314285714285714,28.5428571428571,12.3,0
11,"Jurong (North)",14.5714285714286,NA,NA,0
12,"Admiralty",0.428571428571429,27.9714285714286,11.7714285714286,0
12,"Ang Mo Kio",0.8,27.9714285714286,6.62857142857143,0
12,"Botanic Garden",16.2285714285714,NA,NA,0
12,"Buangkok",1.62857142857143,NA,NA,0
12,"Bukit Panjang",1.6,NA,NA,0
12,"Bukit Timah",11.9142857142857,NA,NA,0
12,"Buona Vista",12.1714285714286,NA,NA,0
12,"Chai Chee",0.142857142857143,NA,NA,10
12,"Changi",1,28.3714285714286,10.3,0
12,"Choa Chu Kang (Central)",5.31428571428571,NA,NA,0
12,"Choa Chu Kang (South)",6.71428571428571,28.1,6.28571428571429,0
12,"Choa Chu Kang (West)",4.11428571428571,NA,NA,0
12,"Clementi",10.3285714285714,27.8833333333333,6.14285714285714,0
12,"Dhoby Ghaut",7.42857142857143,NA,NA,0
12,"East Coast Parkway",0.2,28.5285714285714,11.7142857142857,0
12,"Jurong (North)",8.42857142857143,NA,NA,0
13,"Admiralty",8.34285714285714,26.5857142857143,8.37142857142857,0
13,"Admiralty West",NA,NA,NA,0
13,"Ang Mo Kio",10.2571428571429,26.6714285714286,5.07142857142857,0
13,"Botanic Garden",7.25714285714286,NA,NA,0
13,"Buangkok",5.42857142857143,NA,NA,0
13,"Bukit Panjang",9.28571428571429,NA,NA,0
13,"Bukit Timah",4.42857142857143,NA,NA,0
13,"Buona Vista",10.6857142857143,NA,NA,0
13,"Chai Chee",3.68571428571429,NA,NA,4
13,"Changi",1.94285714285714,27.1571428571429,7.15714285714286,0
13,"Choa Chu Kang (Central)",12.4,NA,NA,0
13,"Choa Chu Kang (South)",7.68571428571429,26.6571428571429,5,0
13,"Choa Chu Kang (West)",12.5142857142857,NA,NA,0
13,"Clementi",5.08,26.0666666666667,4.92,0
13,"Dhoby Ghaut",2.48571428571429,NA,NA,0
13,"East Coast Parkway",1.48571428571429,27.6285714285714,10.7142857142857,0
13,"Jurong (North)",12.0285714285714,NA,NA,0
14,"Admiralty",0.428571428571429,28.0428571428571,11.6714285714286,0
14,"Admiralty West",0.266666666666667,NA,NA,0
14,"Ang Mo Kio",7.25714285714286,28.0714285714286,6.67142857142857,0
14,"Botanic Garden",0.942857142857143,NA,NA,0
14,"Buangkok",0.542857142857143,NA,NA,0
14,"Bukit Panjang",1.65714285714286,NA,NA,0
14,"Bukit Timah",2.25714285714286,NA,NA,0
14,"Buona Vista",4.02857142857143,NA,NA,0
14,"Chai Chee",4.34285714285714,NA,NA,7
14,"Changi",0.742857142857143,28.5285714285714,10.7142857142857,0
14,"Choa Chu Kang (Central)",7.28571428571429,NA,NA,0
14,"Choa Chu Kang (South)",13.4857142857143,28.1571428571429,5.97142857142857,0
14,"Choa Chu Kang (West)",15.2285714285714,NA,NA,0
14,"Clementi",4.94285714285714,28,5.6,0
14,"Dhoby Ghaut",2.11428571428571,NA,NA,0
14,"East Coast Parkway",0.771428571428571,28.6857142857143,11.9571428571429,0
14,"Jurong (North)",13.4857142857143,NA,NA,0
15,"Admiralty",6.31428571428571,28.2857142857143,10.8571428571429,0
15,"Admiralty West",8.11428571428571,NA,NA,0
15,"Ang Mo Kio",7.54285714285714,28.4,6.52857142857143,0
15,"Botanic Garden",6.82857142857143,NA,NA,0
15,"Buangkok",3.11428571428571,NA,NA,0
15,"Bukit Panjang",12.6285714285714,NA,NA,4
15,"Bukit Timah",9.02857142857143,NA,NA,0
15,"Buona Vista",2.2,NA,NA,0
15,"Chai Chee",4.85714285714286,NA,NA,6
15,"Changi",2.05714285714286,28.9142857142857,9.82857142857143,0
15,"Choa Chu Kang (Central)",10.4857142857143,NA,NA,0
15,"Choa Chu Kang (South)",6.51428571428571,28.4714285714286,5.45714285714286,0
15,"Choa Chu Kang (West)",5.37142857142857,NA,NA,0
15,"Clementi",8.37142857142857,28.3142857142857,5.2,0
15,"Dhoby Ghaut",5.88571428571429,NA,NA,0
15,"East Coast Parkway",3.8,28.8285714285714,11.4142857142857,0
15,"Jurong (North)",6.22857142857143,NA,NA,0
16,"Admiralty",8.14285714285714,27.2285714285714,7.57142857142857,0
16,"Admiralty West",6.94285714285714,NA,NA,0
16,"Ang Mo Kio",15.7142857142857,27.4,4.62857142857143,0
16,"Botanic Garden",10.4571428571429,NA,NA,0
16,"Buangkok",6.2,NA,NA,0
16,"Bukit Panjang",15.5714285714286,NA,NA,2
16,"Bukit Timah",9.65714285714286,NA,NA,0
16,"Buona Vista",17.6857142857143,NA,NA,0
16,"Chai Chee",1.22857142857143,NA,NA,8
16,"Changi",0.371428571428571,28.1428571428571,7.7,0
16,"Choa Chu Kang (Central)",15.9142857142857,NA,NA,0
16,"Choa Chu Kang (South)",17.0285714285714,26.9142857142857,4.21428571428571,0
16,"Choa Chu Kang (West)",14.2,NA,NA,0
16,"Clementi",19.5142857142857,27.2428571428571,4.15714285714286,0
16,"Dhoby Ghaut",5.82857142857143,NA,NA,0
16,"East Coast Parkway",0.114285714285714,28.5,10.6,0
16,"Jurong (North)",15.8285714285714,NA,NA,0
17,"Admiralty",14.5428571428571,27.9571428571429,6.84285714285714,0
17,"Admiralty West",14.2571428571429,NA,NA,0
17,"Ang Mo Kio",11.8285714285714,28.0857142857143,4.72857142857143,0
17,"Botanic Garden",11.7428571428571,NA,NA,0
17,"Buangkok",8.45714285714286,NA,NA,0
17,"Bukit Panjang",5.22857142857143,NA,NA,1
17,"Bukit Timah",13.9714285714286,NA,NA,0
17,"Buona Vista",4.48571428571429,NA,NA,0
17,"Chai Chee",7,NA,NA,6
17,"Changi",4.8,28.4142857142857,6.84285714285714,0
17,"Choa Chu Kang (Central)",10.0571428571429,NA,NA,0
17,"Choa Chu Kang (South)",7.62857142857143,28.0714285714286,4.12857142857143,0
17,"Choa Chu Kang (West)",4.31428571428571,NA,NA,0
17,"Clementi",10.2285714285714,28.0428571428571,4.11428571428571,0
17,"Dhoby Ghaut",4.51428571428571,NA,NA,0
17,"East Coast Parkway",3.11428571428571,28.7428571428571,10.3857142857143,0
17,"Jurong (North)",3.88571428571429,NA,NA,0
18,"Admiralty",5.37142857142857,27.7,6.12857142857143,0
18,"Admiralty West",8.85714285714286,NA,NA,0
18,"Ang Mo Kio",6.14285714285714,28.2142857142857,4.47142857142857,0
18,"Botanic Garden",4.37142857142857,NA,NA,0
18,"Buangkok",10.5714285714286,NA,NA,0
18,"Bukit Panjang",9.42857142857143,NA,NA,8
18,"Bukit Timah",7.65714285714286,NA,NA,0
18,"Buona Vista",6.94285714285714,NA,NA,0
18,"Chai Chee",7.54285714285714,NA,NA,6
18,"Changi",3.74285714285714,28.7857142857143,8.32857142857143,0
18,"Choa Chu Kang (Central)",9.82857142857143,NA,NA,0
18,"Choa Chu Kang (South)",8.22857142857143,27.8142857142857,3.85714285714286,0
18,"Choa Chu Kang (West)",14.0571428571429,NA,NA,0
18,"Clementi",12.7714285714286,28.1142857142857,3.7,0
18,"Dhoby Ghaut",2.77142857142857,NA,NA,0
18,"East Coast Parkway",4.71428571428571,28.9285714285714,10.4,0
18,"Jurong (North)",8.28571428571428,NA,NA,0
